"type","city","year","n"
"","","2001","2814821.43"
"","","2002","3998015.87"
"","","2003","4451.98"
"","","2004","5318.29"
"","","2005","5.6"
"","","2006","6.61"
"","","2007","7.32"
"","","2008","8.43"
"","","2009","11.29"
"","","2010","12.08"
"","","2011","13.27"
"","","2012","15.91"
"","","2013","17.14"
"","","2014","20.63"
"","","2015","22.98"
"","","2016","32.76"
"","Şırnak-73","1991","17111.0"
"","","1992","30458.0"
"","","1993","37278.0"
"","","1994","113194.0"
"","","1995","198333.0"
"","","1996","315416.0"
"","","1997","581250.0"
"","","1998","1165909.0"
"","","1999","1455555.56"
"","","2000","2584848.48"
"","","2001","3287500.0"
"","","2002","5047619.05"
"","","2003","6981.0"
"","","2004","7560.42"
"","","2005","10.45"
"","","2006","11.45"
"","","2007","10.72"
"","","2008","7.78"
"","","2009","10.4"
"","","2010","13.14"
"","","2011","14.14"
"","","2012","14.71"
"","","2013","20.14"
"","","2014","16.68"
"","","2015","19.1"
"","","2016","24.36"
"","Sivas-58","1980","34592.0"
"","","1981","36930.0"
"","","1982","44777.0"
"","","1983","57537.0"
"","","1984","89583.0"
"","","1985","1531.0"
"","","1986","1884.0"
"","","1987","2433.0"
"","","1988","3869.0"
"","","1989","6310.0"
"","","1990","11362.0"
"","","1991","14827.0"
"","","1992","24850.0"
"","","1993","40221.0"
"","","1994","81843.0"
"","","1995","181509.0"
"","","1996","305988.0"
"","","1997","521916.0"
"","","1998","993556.0"
"","","1999","1715617.83"
"","","2000","2228140.68"
"","","2001","2905356.24"
"","","2002","4060469.28"
"","","2003","5209.91"
"","","2004","5918.18"
"","","2005","5.66"
"","","2006","6.38"
"","","2007","7.2"
"","","2008","7.78"
"","","2009","8.05"
"","","2010","10.09"
"","","2011","11.8"
"","","2012","12.35"
"","","2013","15.12"
"","","2014","17.44"
"","","2015","21.98"
"","","2016","24.88"
"","Tekirdağ-59","1980","26666.0"
"","","1981","33520.0"
"","","1982","35982.0"
"","","1983","49747.0"
"","","1984","75952.0"
"","","1985","1178.0"
"","","1986","1465.0"
"","","1987","2002.0"
"","","1988","3661.0"
"","","1989","6352.0"
"","","1990","10365.0"
"","","1991","16561.0"
"","","1992","28016.0"
"","","1993","40722.0"
"","","1994","78879.0"
"","","1995","173735.0"
"","","1996","272128.0"
"","","1997","531860.0"
"","","1998","1036508.0"
"","","1999","1813583.25"
"","","2000","2229074.07"
"","","2001","2860416.67"
"","","2002","4296180.56"
"","","2003","5003.47"
"","","2004","6423.61"
"","","2005","7.3"
"","","2006","7.83"
"","","2007","7.88"
"","","2008","8.82"
"","","2009","9.67"
"","","2010","11.58"
"","","2011","11.21"
"","","2012","13.66"
"","","2013","15.07"
"","","2014","17.88"
"","","2015","22.46"
"","","2016","24.0"
"","Tokat-60","1980","31928.0"
"","","1981","35312.0"
"","","1982","39375.0"
"","","1983","49166.0"
"","","1984","77916.0"
"","","1985","1172.0"
"","","1986","1404.0"
"","","1987","1781.0"
"","","1988","3113.0"
"","","1989","4811.0"
"","","1990","7807.0"
"","","1991","11801.0"
"","","1992","19661.0"
"","","1993","32169.0"
"","","1994","70743.0"
"","","1995","150366.0"
"","","1996","253489.0"
"","","1997","412560.0"
"","","1998","834008.0"
"","","1999","1246087.25"
"","","2000","1767350.78"
"","","2001","2436830.36"
"","","2002","3663988.1"
"","","2003","4760.44"
"","","2004","4883.64"
"","","2005","4.46"
"","","2006","5.03"
"","","2007","5.98"
"","","2008","6.29"
"","","2009","6.87"
"","","2010","7.78"
"","","2011","8.62"
"","","2012","10.04"
"","","2013","12.06"
"","","2014","14.86"
"","","2015","17.96"
"","","2016","19.4"
"","Trabzon-61","1980","28910.0"
"","","1981","30366.0"
"","","1982","39998.0"
"","","1983","52781.0"
"","","1984","79605.0"
"","","1985","1128.0"
"","","1986","1527.0"
"","","1987","2020.0"
"","","1988","3673.0"
"","","1989","6006.0"
"","","1990","9709.0"
"","","1991","12486.0"
"","","1992","23271.0"
"","","1993","35893.0"
"","","1994","90636.0"
"","","1995","186304.0"
"","","1996","296989.0"
"","","1997","541521.0"
"","","1998","1206324.0"
"","","1999","1563137.67"
"","","2000","1949583.58"
"","","2001","2747138.93"
"","","2002","3769500.0"
"","","2003","4507.8"
"","","2004","5062.65"
"","","2005","5.64"
"","","2006","6.47"
"","","2007","6.97"
"","","2008","8.95"
"","","2009","10.79"
"","","2010","12.71"
"","","2011","13.84"
"","","2012","15.72"
"","","2013","17.49"
"","","2014","21.02"
"","","2015","25.71"
"","","2016","30.33"
"","Tunceli-62","1980","32541.0"
"","","1981","47723.0"
"","","1982","46249.0"
"","","1983","64196.0"
"","","1984","91666.0"
"","","1985","1573.0"
"","","1986","2135.0"
"","","1987","2528.0"
"","","1988","3682.0"
"","","1989","7146.0"
"","","1990","10861.0"
"","","1991","17152.0"
"","","1992","28989.0"
"","","1993","48181.0"
"","","1994","94958.0"
"","","1995","208914.0"
"","","1996","378027.0"
"","","1997","610972.0"
"","","1998","1270694.0"
"","","1999","1771096.08"
"","","2000","2967916.67"
"","","2001","4219444.44"
"","","2002","6015277.78"
"","","2003","7436.25"
"","","2004","8249.03"
"","","2005","9.49"
"","","2006","10.8"
"","","2007","11.31"
"","","2008","12.99"
"","","2009","14.94"
"","","2010","16.89"
"","","2011","18.33"
"","","2012","21.13"
"","","2013","22.75"
"","","2014","25.58"
"","","2015","31.71"
"","","2016","35.95"
"","Uşak-64","1980","29577.0"
"","","1981","33500.0"
"","","1982","41833.0"
"","","1983","56416.0"
"","","1984","84333.0"
"","","1985","1275.0"
"","","1986","1635.0"
"","","1987","2028.0"
"","","1988","3326.0"
"","","1989","5960.0"
"","","1990","9820.0"
"","","1991","16025.0"
"","","1992","27502.0"
"","","1993","36882.0"
"","","1994","71500.0"
"","","1995","153437.0"
"","","1996","200291.0"
"","","1997","417736.0"
"","","1998","801527.0"
"","","1999","1275734.25"
"","","2000","1946111.11"
"","","2001","2672222.22"
"","","2002","3716666.67"
"","","2003","4092.0"
"","","2004","4927.08"
"","","2005","4.98"
"","","2006","5.65"
"","","2007","5.88"
"","","2008","6.83"
"","","2009","7.12"
"","","2010","9.3"
"","","2011","10.27"
"","","2012","11.55"
"","","2013","13.04"
"","","2014","14.62"
"","","2015","17.24"
"","","2016","19.77"
"","Van-65","1980","26503.0"
"","","1981","37321.0"
"","","1982","41142.0"
"","","1983","58928.0"
"","","1984","87476.0"
"","","1985","1398.0"
"","","1986","1740.0"
"","","1987","2250.0"
"","","1988","3510.0"
"","","1989","5702.0"
"","","1990","8735.0"
"","","1991","14474.0"
"","","1992","24569.0"
"","","1993","35542.0"
"","","1994","70425.0"
"","","1995","159181.0"
"","","1996","259906.0"
"","","1997","474305.0"
"","","1998","1046666.0"
"","","1999","1715511.08"
"","","2001","2971111.11"
"","","2002","4001180.56"
"","","2003","5575.0"
"","","2004","5981.53"
"","","2005","7.07"
"","","2006","7.93"
"","","2007","7.87"
"","","2008","8.01"
"","","2009","10.07"
"","","2010","10.51"
"","","2011","12.68"
"","","2012","12.52"
"","","2013","10.81"
"","","2014","10.9"
"","","2015","11.69"
"","","2016","12.9"
"","Yalova-77","1995","219166.0"
"","","1996","297277.0"
"","","1997","622638.0"
"","","1998","1309583.0"
"","","1999","1899444.42"
"","","2000","2701388.89"
"","","2001","3888993.06"
"","","2002","5179166.67"
"","","2003","6221.18"
"","","2004","6884.1"
"","","2005","7.13"
"","","2006","7.55"
"","","2007","7.59"
"","","2008","8.06"
"","","2009","7.83"
"","","2010","10.63"
"","","2011","12.83"
"","","2012","16.18"
"","","2013","19.83"
"","","2014","19.35"
"","","2015","26.4"
"","","2016","29.92"
"","Yozgat-66","1980","33961.0"
"","","1981","44999.0"
"","","1982","45439.0"
"","","1983","65925.0"
"","","1984","93333.0"
"","","1985","1520.0"
"","","1986","1904.0"
"","","1987","2476.0"
"","","1988","4044.0"
"","","1989","5857.0"
"","","1990","11156.0"
"","","1991","16787.0"
"","","1992","27091.0"
"","","1993","43106.0"
"","","1994","91336.0"
"","","1995","196023.0"
"","","1996","316835.0"
"","","1997","539547.0"
"","","1998","1031880.0"
"","","1999","1705774.33"
"","","2000","2395144.23"
"","","2001","3199696.97"
"","","2002","4344652.78"
"","","2003","4719.07"
"","","2004","5197.39"
"","","2005","5.92"
"","","2006","6.79"
"","","2007","7.75"
"","","2008","8.76"
"","","2009","8.95"
"","","2010","11.13"
"","","2011","11.62"
"","","2012","12.02"
"","","2013","14.33"
"","","2014","14.07"
"","","2015","19.39"
"","","2016","23.11"
"","Zonguldak-67","1980","30661.0"
"","","1981","34629.0"
"","","1982","40803.0"
"","","1983","55602.0"
"","","1984","78174.0"
"","","1985","1301.0"
"","","1986","1714.0"
"","","1987","2226.0"
"","","1988","3670.0"
"","","1989","5495.0"
"","","1990","9917.0"
"","","1991","15080.0"
"","","1992","26491.0"
"","","1993","40991.0"
"","","1994","82051.0"
"","","1995","210520.0"
"","","1996","290381.0"
"","","1997","547499.0"
"","","1998","1233333.0"
"","","1999","1852133.25"
"","","2000","2270138.89"
"","","2001","3055555.56"
"","","2002","4361111.11"
"","","2003","5141.67"
"","","2004","5145.83"
"","","2005","5.5"
"","","2006","6.28"
"","","2007","7.03"
"","","2008","8.33"
"","","2009","8.52"
"","","2010","9.6"
"","","2011","10.57"
"","","2012","12.28"
"","","2013","14.85"
"","","2014","17.98"
"","","2015","23.4"
"","","2016","26.7"
"10.51.40.50.02. (Beyaz Peynir) - Kilogram","Adana-1","1980","13242.0"
"","","1981","23283.0"
"","","1982","27876.0"
"","","1983","30401.0"
"","","1984","43599.0"
"","","1985","789.0"
"","","1986","955.0"
"","","1987","1321.0"
"","","1988","2400.0"
"","","1989","3819.0"
"","","1990","6597.0"
"","","1991","10149.0"
"","","1992","17693.0"
"","","1993","28028.0"
"","","1994","53561.0"
"","","1995","113332.0"
"","","1996","189487.0"
"","","1997","371628.0"
"","","1998","689531.0"
"","","1999","1147830.75"
"","","2000","1364768.52"
"","","2001","2079571.76"
"","","2002","2378489.58"
"","","2003","3452.7"
"","","2004","4343.28"
"","","2006","5.78"
"","","2007","5.47"
"","Adıyaman-2","1980","13047.0"
"","","1981","20164.0"
"","","1982","25333.0"
"","","1983","35642.0"
"","","1984","42872.0"
"","","1985","910.0"
"","","1986","1250.0"
"","","1987","1572.0"
"","","1988","2613.0"
"","","1989","4177.0"
"","","1990","6897.0"
"","","1991","11623.0"
"","","1992","18689.0"
"","","1993","28546.0"
"","","1994","63182.0"
"","","1995","130182.0"
"","","1996","245229.0"
"","","1997","373384.0"
"","","1998","752670.0"
"","","1999","1212669.08"
"","","2000","1770573.74"
"","","2001","2288219.25"
"","","2002","3297585.92"
"","","2003","3836.76"
"","","2004","4227.84"
"","","2006","5.32"
"","","2007","5.29"
"","Afyonkarahisar-3","1980","12908.0"
"","","1981","25535.0"
"","","1982","23483.0"
"","","1983","30278.0"
"","","1984","42400.0"
"","","1985","689.0"
"","","1986","890.0"
"","","1987","1224.0"
"","","1988","2196.0"
"","","1989","3661.0"
"","","1990","6828.0"
"","","1991","9155.0"
"","","1992","16466.0"
"","","1993","25109.0"
"","","1994","49386.0"
"","","1995","116007.0"
"","","1996","180904.0"
"","","1997","354551.0"
"","","1998","704579.0"
"","","1999","1004651.42"
"","","2000","1375348.28"
"","","2001","2047040.6"
"","","2002","2488222.58"
"","","2003","3344.18"
"","","2004","3848.77"
"","","2006","4.93"
"","","2007","4.88"
"","Ağrı-4","1980","11864.0"
"","","1981","16283.0"
"","","1982","21416.0"
"","","1983","24193.0"
"","","1984","36562.0"
"","","1985","753.0"
"","","1986","846.0"
"","","1987","1061.0"
"","","1988","2264.0"
"","","1989","3176.0"
"","","1990","5609.0"
"","","1991","7162.0"
"","","1992","13421.0"
"","","1993","27017.0"
"","","1994","52645.0"
"","","1995","96890.0"
"","","1996","179139.0"
"","","1997","320466.0"
"","","1998","673497.0"
"","","1999","950500.92"
"","","2000","1657083.33"
"","","2001","2064186.51"
"","","2002","2609613.1"
"","","2003","3103.31"
"","","2004","3551.69"
"","","2006","5.1"
"","","2007","5.1"
"","Aksaray-68","1991","11296.0"
"","","1992","19933.0"
"","","1993","30641.0"
"","","1994","63625.0"
"","","1995","124315.0"
"","","1996","225095.0"
"","","1997","403978.0"
"","","1998","846845.0"
"","","1999","1262295.0"
"","","2000","1907083.33"
"","","2001","2912787.7"
"","","2002","3394365.08"
"","","2003","3814.26"
"","","2004","4484.03"
"","","2006","5.9"
"","","2007","5.1"
"","Amasya-5","1980","14027.0"
"","","1981","20783.0"
"","","1982","27097.0"
"","","1983","31111.0"
"","","1984","43333.0"
"","","1985","819.0"
"","","1986","988.0"
"","","1987","1353.0"
"","","1988","2321.0"
"","","1989","4011.0"
"","","1990","7175.0"
"","","1991","10681.0"
"","","1992","17268.0"
"","","1993","25965.0"
"","","1994","56242.0"
"","","1995","123462.0"
"","","1996","182440.0"
"","","1997","375059.0"
"","","1998","796190.0"
"","","1999","987777.75"
"","","2000","1402777.78"
"","","2001","2006507.94"
"","","2002","2750694.44"
"","","2003","3127.47"
"","","2004","3710.42"
"","","2006","5.1"
"","","2007","5.61"
"","Ankara-6","1980","13276.0"
"","","1981","20436.0"
"","","1982","25451.0"
"","","1983","33633.0"
"","","1984","44688.0"
"","","1985","823.0"
"","","1986","1099.0"
"","","1987","1443.0"
"","","1988","2676.0"
"","","1989","4491.0"
"","","1990","7819.0"
"","","1991","11448.0"
"","","1992","20504.0"
"","","1993","30191.0"
"","","1994","65454.0"
"","","1995","130898.0"
"","","1996","211996.0"
"","","1997","394034.0"
"","","1998","792238.0"
"","","1999","1244733.33"
"","","2000","1825606.71"
"","","2001","2289861.11"
"","","2002","2809966.08"
"","","2003","4275.02"
"","","2004","4768.63"
"","","2006","5.42"
"","","2007","5.43"
"","Antalya-7","1980","12772.0"
"","","1981","18261.0"
"","","1982","23750.0"
"","","1983","28962.0"
"","","1984","42708.0"
"","","1985","733.0"
"","","1986","954.0"
"","","1987","1436.0"
"","","1988","2557.0"
"","","1989","4333.0"
"","","1990","7700.0"
"","","1991","9821.0"
"","","1992","17958.0"
"","","1993","29580.0"
"","","1994","59355.0"
"","","1995","130489.0"
"","","1996","212095.0"
"","","1997","396098.0"
"","","1998","779377.0"
"","","1999","1087695.0"
"","","2000","1653916.44"
"","","2001","2212219.32"
"","","2002","3191956.02"
"","","2003","4151.74"
"","","2004","4828.83"
"","","2006","6.07"
"","","2007","6.03"
"","Ardahan-75","1993","23617.0"
"","","1994","62819.0"
"","","1995","116756.0"
"","","1996","183916.0"
"","","1997","372430.0"
"","","1998","818333.0"
"","","1999","1347313.17"
"","","2000","1768750.0"
"","","2001","2578571.43"
"","","2002","2915090.6"
"","","2003","4359.03"
"","","2004","4528.13"
"","","2006","5.0"
"","","2007","5.36"
"","Artvin-8","1980","11757.0"
"","","1981","17187.0"
"","","1982","23809.0"
"","","1983","28571.0"
"","","1984","41626.0"
"","","1985","649.0"
"","","1986","904.0"
"","","1987","1392.0"
"","","1988","2230.0"
"","","1989","3356.0"
"","","1990","7247.0"
"","","1991","12069.0"
"","","1992","18910.0"
"","","1993","28117.0"
"","","1994","54979.0"
"","","1995","107805.0"
"","","1996","196999.0"
"","","1997","395055.0"
"","","1998","755833.0"
"","","1999","1257475.83"
"","","2000","1787638.89"
"","","2001","2255778.77"
"","","2002","3254861.11"
"","","2003","3653.47"
"","","2004","4635.63"
"","","2006","5.26"
"","","2007","5.51"
"","Aydın-9","1980","13469.0"
"","","1981","21415.0"
"","","1982","28782.0"
"","","1983","35990.0"
"","","1984","47560.0"
"","","1985","856.0"
"","","1986","1133.0"
"","","1987","1464.0"
"","","1988","2683.0"
"","","1989","4713.0"
"","","1990","8358.0"
"","","1991","11801.0"
"","","1992","21788.0"
"","","1993","30695.0"
"","","1994","59452.0"
"","","1995","129907.0"
"","","1996","209315.0"
"","","1997","407472.0"
"","","1998","807566.0"
"","","1999","1119820.58"
"","","2000","1619857.14"
"","","2001","2254246.17"
"","","2002","3191538.84"
"","","2003","3812.16"
"","","2004","4565.6"
"","","2006","5.29"
"","","2007","5.35"
"","Balıkesir-10","1980","14252.0"
"","","1981","23958.0"
"","","1982","30097.0"
"","","1983","36202.0"
"","","1984","46059.0"
"","","1985","805.0"
"","","1986","1041.0"
"","","1987","1594.0"
"","","1988","2870.0"
"","","1989","5041.0"
"","","1990","9016.0"
"","","1991","13126.0"
"","","1992","24419.0"
"","","1993","34407.0"
"","","1994","69637.0"
"","","1995","160121.0"
"","","1996","232286.0"
"","","1997","494227.0"
"","","1998","996390.0"
"","","1999","1246499.25"
"","","2000","1788422.04"
"","","2001","2652157.59"
"","","2002","3747870.42"
"","","2003","4621.42"
"","","2004","5123.42"
"","","2006","6.79"
"","","2007","6.86"
"","Bartın-74","1993","21056.0"
"","","1994","48715.0"
"","","1995","101527.0"
"","","1996","161249.0"
"","","1997","325000.0"
"","","1998","627430.0"
"","","1999","897579.83"
"","","2000","1832291.67"
"","","2001","2170138.89"
"","","2002","2919166.67"
"","","2003","3918.75"
"","","2004","4350.69"
"","","2006","5.21"
"","","2007","5.13"
"","Batman-72","1991","10168.0"
"","","1992","17210.0"
"","","1993","29017.0"
"","","1994","54354.0"
"","","1995","128388.0"
"","","1996","203861.0"
"","","1997","378763.0"
"","","1998","745208.0"
"","","1999","1245625.0"
"","","2000","2015486.11"
"","","2001","2377500.0"
"","","2002","3087878.79"
"","","2003","3937.55"
"","","2004","4498.54"
"","","2006","4.99"
"","","2007","4.86"
"","Bayburt-69","1991","11167.0"
"","","1992","19167.0"
"","","1993","30583.0"
"","","1994","66250.0"
"","","1995","120555.0"
"","","1996","206388.0"
"","","1997","354166.0"
"","","1998","686805.0"
"","","1999","1276388.92"
"","","2000","1673611.11"
"","","2001","2341666.67"
"","","2002","2934027.78"
"","","2003","3339.29"
"","","2004","4076.39"
"","","2006","6.27"
"","","2007","6.19"
"","Bilecik-11","1980","13616.0"
"","","1981","20638.0"
"","","1982","28550.0"
"","","1983","35416.0"
"","","1984","44750.0"
"","","1985","764.0"
"","","1986","1028.0"
"","","1987","1445.0"
"","","1988","2691.0"
"","","1989","4519.0"
"","","1990","8455.0"
"","","1991","11178.0"
"","","1992","20610.0"
"","","1993","31164.0"
"","","1994","61287.0"
"","","1995","135637.0"
"","","1996","209700.0"
"","","1997","423363.0"
"","","1998","891195.0"
"","","1999","1245312.5"
"","","2000","1652380.95"
"","","2001","2331398.81"
"","","2002","2677827.38"
"","","2003","3662.7"
"","","2004","4123.41"
"","","2006","5.27"
"","","2007","5.77"
"","Bingöl-12","1980","12925.0"
"","","1981","18333.0"
"","","1982","25750.0"
"","","1983","31944.0"
"","","1984","45083.0"
"","","1985","770.0"
"","","1986","880.0"
"","","1987","1216.0"
"","","1988","2202.0"
"","","1989","3529.0"
"","","1990","7380.0"
"","","1991","12119.0"
"","","1992","19612.0"
"","","1993","27700.0"
"","","1994","51187.0"
"","","1995","93737.0"
"","","1996","179562.0"
"","","1997","351944.0"
"","","1998","657736.0"
"","","1999","991595.83"
"","","2000","1717638.89"
"","","2001","2500000.0"
"","","2002","3538194.44"
"","","2003","4551.39"
"","","2004","4942.05"
"","","2006","4.64"
"","","2007","5.06"
"","Bitlis-13","1980","12999.0"
